LoggerBefore,DeviceTime,Light,Setpoint,Intensity,LoggerAfter
1589810550.991646767,1589803351.434310913,4,0,100,1589810550.991646767
1589810551.993648052,1589803352.444319010,4,0,100,1589810551.993648052
1589810553.020310879,1589803353.454304934,4,0,100,1589810553.020310879
1589810554.012811422,1589803354.464325905,4,0,100,1589810554.012811422
1589810555.034329891,1589803355.482296944,4,0,0,1589810555.034329891
1589810556.042914152,1589803356.492297888,0,0,0,1589810556.042914152
1589810557.054250240,1589803357.502307892,0,0,0,1589810557.054250240
1589810558.057618618,1589803358.512310028,0,0,0,1589810558.057618618
1589810559.074113131,1589803359.522319078,0,0,0,1589810559.074113131
1589810560.090032101,1589803360.540314913,0,0,100,1589810560.090032101
1589810561.101706028,1589803361.550307989,4,0,100,1589810561.101706028
1589810562.111883163,1589803362.560317039,4,0,100,1589810562.111883163
1589810563.127231598,1589803363.570322037,4,0,100,1589810563.127231598
1589810564.132886410,1589803364.580306053,4,0,100,1589810564.132886410
1589810565.158373356,1589803365.598289013,4,0,0,1589810565.158373356
1589810566.171267748,1589803366.607264996,0,0,0,1589810566.171267748
1589810567.168994904,1589803367.617264986,0,0,0,1589810567.168994904
1589810568.188198328,1589803368.627274036,0,0,0,1589810568.188198328
1589810569.195583582,1589803369.637290955,0,0,0,1589810569.195583582
1589810570.211039543,1589803370.655262947,0,0,100,1589810570.211039543
1589810571.216427088,1589803371.664321899,4,0,100,1589810571.216427088
1589810572.225239992,1589803372.674308062,4,0,100,1589810572.225239992
1589810573.233219385,1589803373.684307098,4,0,100,1589810573.233219385
1589810574.246669054,1589803374.694324017,4,0,100,1589810574.246669054
1589810575.263005495,1589803375.712301970,4,0,0,1589810575.263005495
1589810576.270468712,1589803376.722315073,0,0,0,1589810576.270468712
1589810577.280825615,1589803377.732311964,0,0,0,1589810577.280825615
1589810578.291323662,1589803378.742311954,0,0,0,1589810578.291323662
1589810579.300627470,1589803379.752216101,0,0,0,1589810579.300627470
1589810580.323109865,1589803380.770289898,0,0,100,1589810580.323109865
1589810581.344616175,1589803381.780293941,4,0,100,1589810581.344616175
1589810582.348721504,1589803382.790309906,4,0,100,1589810582.348721504
1589810583.349058151,1589803383.800306082,4,0,100,1589810583.349058151
1589810584.362056255,1589803384.810332060,4,0,100,1589810584.362056255
1589810585.377460718,1589803385.828305006,4,0,0,1589810585.377460718
1589810586.392727375,1589803386.838309050,0,0,0,1589810586.392727375
1589810587.401588202,1589803387.848321915,0,0,0,1589810587.401588202
1589810588.413475037,1589803388.858310938,0,0,0,1589810588.413475037
1589810589.416321754,1589803389.868311882,0,0,0,1589810589.416321754
1589810590.442992210,1589803390.886301994,0,0,100,1589810590.442992210
1589810591.442777634,1589803391.895271063,4,0,100,1589810591.442777634
1589810592.457644224,1589803392.905277014,4,0,100,1589810592.457644224
1589810593.461760998,1589803393.915265083,4,0,100,1589810593.461760998
1589810594.473400116,1589803394.924320936,4,0,100,1589810594.473400116
1589810595.496425629,1589803395.942316055,4,0,0,1589810595.496425629
1589810596.504989624,1589803396.952321053,0,0,0,1589810596.504989624
1589810597.510859489,1589803397.962305069,0,0,0,1589810597.510859489
1589810598.519029140,1589803398.972311020,0,0,0,1589810598.519029140
1589810599.529437065,1589803399.982326984,0,0,0,1589810599.529437065
1589810600.559530497,1589803401.000318050,0,0,100,1589810600.559530497
1589810601.561843634,1589803402.010312080,4,0,100,1589810601.561843634
1589810602.569011450,1589803403.020308018,4,0,100,1589810602.569011450
1589810603.584215879,1589803404.030333996,4,0,100,1589810603.584215879
1589810604.591659784,1589803405.040318966,4,0,100,1589810604.591659784
1589810605.608700752,1589803406.058291912,4,0,0,1589810605.608700752
1589810606.621861458,1589803407.068310022,0,0,0,1589810606.621861458
1589810607.629320621,1589803408.078310966,0,0,0,1589810607.629320621
1589810608.656146288,1589803409.088321924,0,0,0,1589810608.656146288
1589810609.660773039,1589803410.098320961,0,0,0,1589810609.660773039
1589810610.677079201,1589803411.116314888,0,0,100,1589810610.677079201
1589810611.677399874,1589803412.126317978,4,0,100,1589810611.677399874
1589810612.684739351,1589803413.136312962,4,0,100,1589810612.684739351
1589810613.693414450,1589803414.146294117,4,0,100,1589810613.693414450
1589810614.708283424,1589803415.156310081,4,0,100,1589810614.708283424
1589810615.720108509,1589803416.166317940,4,0,100,1589810615.720108509
1589810616.732817411,1589803417.184307098,4,0,0,1589810616.732817411
1589810617.744571447,1589803418.193304062,0,0,0,1589810617.744571447
1589810618.753662825,1589803419.203300953,0,0,0,1589810618.753662825
1589810619.760722876,1589803420.213310003,0,0,0,1589810619.760722876
1589810620.773845434,1589803421.223304033,0,0,0,1589810620.773845434
1589810621.791818857,1589803422.241266966,0,0,100,1589810621.791818857
1589810622.801288128,1589803423.251290083,4,0,100,1589810622.801288128
1589810623.805206299,1589803424.261300087,4,0,100,1589810623.805206299
1589810624.823179960,1589803425.271307945,4,0,100,1589810624.823179960
1589810625.881003857,1589803426.281315088,4,0,100,1589810625.881003857
1589810626.849329233,1589803427.299298048,4,0,0,1589810626.849329233
1589810627.864830256,1589803428.309324026,0,0,0,1589810627.864830256
1589810628.868292093,1589803429.319312096,0,0,0,1589810628.868292093
1589810629.886649609,1589803430.329313040,0,0,0,1589810629.886649609
1589810630.890496969,1589803431.339294910,0,0,0,1589810630.890496969
1589810631.916917086,1589803432.357302904,0,0,100,1589810631.916917086
1589810632.919045925,1589803433.367314100,4,0,100,1589810632.919045925
1589810633.922198772,1589803434.377305031,4,0,100,1589810633.922198772
1589810634.933115959,1589803435.387255907,4,0,100,1589810634.933115959
1589810635.952018023,1589803436.397275925,4,0,100,1589810635.952018023
1589810636.971352100,1589803437.415251970,4,0,0,1589810636.971352100
1589810637.984748363,1589803438.425254107,0,0,0,1589810637.984748363
1589810638.990748167,1589803439.435255051,0,0,0,1589810638.990748167
1589810640.004289627,1589803440.445265055,0,0,0,1589810640.004289627
1589810641.004668236,1589803441.455271006,0,0,0,1589810641.004668236
1589810642.036242247,1589803442.473244905,0,0,100,1589810642.036242247
1589810643.031139612,1589803443.482331991,4,0,100,1589810643.031139612
1589810644.037297726,1589803444.492333889,4,0,100,1589810644.037297726
1589810645.050962448,1589803445.502321959,4,0,100,1589810645.050962448
1589810646.065133572,1589803446.512336969,4,0,100,1589810646.065133572
1589810647.079908371,1589803447.531235933,4,0,0,1589810647.079908371
1589810648.091309786,1589803448.540327072,0,0,0,1589810648.091309786
1589810649.101329327,1589803449.550329924,0,0,0,1589810649.101329327
1589810650.112385750,1589803450.560292959,0,0,0,1589810650.112385750
1589810651.124118805,1589803451.570302010,0,0,0,1589810651.124118805
1589810652.136537790,1589803452.588294983,0,0,100,1589810652.136537790
1589810653.155540705,1589803453.598287106,4,0,100,1589810653.155540705
1589810654.157363653,1589803454.608294010,4,0,100,1589810654.157363653
1589810655.165733337,1589803455.618278980,4,0,100,1589810655.165733337
1589810656.183873653,1589803456.628304005,4,0,100,1589810656.183873653
1589810657.199271917,1589803457.646294117,4,0,0,1589810657.199271917
1589810658.204399109,1589803458.656290054,0,0,0,1589810658.204399109
1589810659.218344927,1589803459.666320086,0,0,0,1589810659.218344927
1589810660.231411934,1589803460.676333904,0,0,0,1589810660.231411934
1589810661.245906830,1589803461.686345100,0,0,0,1589810661.245906830
1589810662.273124933,1589803462.704319000,0,0,100,1589810662.273124933
1589810663.266779900,1589803463.714319944,4,0,100,1589810663.266779900
1589810664.275502443,1589803464.724315882,4,0,100,1589810664.275502443
1589810665.278797150,1589803465.734330893,4,0,100,1589810665.278797150
1589810666.292213678,1589803466.744337082,4,0,100,1589810666.292213678
1589810667.323595524,1589803467.762315035,4,0,0,1589810667.323595524
1589810668.332398653,1589803468.772336006,0,0,0,1589810668.332398653
1589810669.326707602,1589803469.782318115,0,0,0,1589810669.326707602
1589810670.346446991,1589803470.792321920,0,0,0,1589810670.346446991
1589810671.351539612,1589803471.802335978,0,0,0,1589810671.351539612
1589810672.364254236,1589803472.821232080,0,0,100,1589810672.365135431
1589810673.382916212,1589803473.830331087,4,0,100,1589810673.382916212
1589810674.385925293,1589803474.840325117,4,0,100,1589810674.385925293
1589810675.401336908,1589803475.850322008,4,0,100,1589810675.401336908
1589810676.408922911,1589803476.860347986,4,0,100,1589810676.408922911
1589810677.430958033,1589803477.878312111,4,0,0,1589810677.430958033
1589810678.439453125,1589803478.888323069,0,0,0,1589810678.439453125
1589810679.444846153,1589803479.898319006,0,0,0,1589810679.444846153
1589810680.450599432,1589803480.908307076,0,0,0,1589810680.450599432
1589810681.467760801,1589803481.918346882,0,0,0,1589810681.467760801
1589810682.487083197,1589803482.936316013,0,0,100,1589810682.487083197
1589810683.495948076,1589803483.946330070,4,0,100,1589810683.495948076
1589810684.506267786,1589803484.956336975,4,0,100,1589810684.506267786
1589810685.515043497,1589803485.966320038,4,0,100,1589810685.515043497
1589810686.529857397,1589803486.976350069,4,0,100,1589810686.529857397
1589810687.539474487,1589803487.994311094,4,0,0,1589810687.539474487
1589810688.557842731,1589803489.004313946,0,0,0,1589810688.557842731
1589810689.561797857,1589803490.014334917,0,0,0,1589810689.561797857
1589810690.574137688,1589803491.024323940,0,0,0,1589810690.575144529
1589810691.583865404,1589803492.034333944,0,0,0,1589810691.583865404
1589810692.597724199,1589803493.052329063,0,0,100,1589810692.597724199
1589810693.607857943,1589803494.062329054,4,0,100,1589810693.607857943
1589810694.622289896,1589803495.072330952,4,0,100,1589810694.622289896
1589810695.635438681,1589803496.082330942,4,0,100,1589810695.635438681
1589810696.643111467,1589803497.092335939,4,0,100,1589810696.643111467
1589810697.661824942,1589803498.111237049,4,0,0,1589810697.661824942
1589810698.671433449,1589803499.120325089,0,0,0,1589810698.671433449
1589810699.678872108,1589803500.130319118,0,0,0,1589810699.678872108
1589810700.685305119,1589803501.140337944,0,0,0,1589810700.685305119
1589810701.701756716,1589803502.150338888,0,0,0,1589810701.701756716
1589810702.713845730,1589803503.168320894,0,0,100,1589810702.713845730
1589810703.733479738,1589803504.177187920,4,0,100,1589810703.733479738
1589810704.734030247,1589803505.188325882,4,0,100,1589810704.734030247
1589810705.769165039,1589803506.198324919,4,0,100,1589810705.769165039
1589810706.754517794,1589803507.208336115,4,0,100,1589810706.754517794
1589810707.774083138,1589803508.226321936,4,0,0,1589810707.774083138
1589810708.812652111,1589803509.236330032,0,0,0,1589810708.812652111
1589810709.794595480,1589803510.246324062,0,0,0,1589810709.794595480
1589810710.809530735,1589803511.256320953,0,0,0,1589810710.809530735
1589810711.812454224,1589803512.266336918,0,0,0,1589810711.812454224
1589810712.833674669,1589803513.284324884,0,0,100,1589810712.833674669
1589810713.845405340,1589803514.294337034,4,0,100,1589810713.845405340
1589810714.851900101,1589803515.304332972,4,0,100,1589810714.851900101
1589810715.870296001,1589803516.314326048,4,0,100,1589810715.870296001
1589810716.875288010,1589803517.324346066,4,0,100,1589810716.875288010
1589810717.889973164,1589803518.342325926,4,0,0,1589810717.889973164
1589810718.911759138,1589803519.352333069,0,0,0,1589810718.911759138
1589810719.911069870,1589803520.362334013,0,0,0,1589810719.911069870
1589810720.924718857,1589803521.372332096,0,0,0,1589810720.924718857
1589810721.929315090,1589803522.382335901,0,0,0,1589810721.929315090
1589810722.945676804,1589803523.401240110,0,0,100,1589810722.945676804
1589810723.965930939,1589803524.410320044,4,0,100,1589810723.965930939
1589810724.968476057,1589803525.420521021,4,0,100,1589810724.969352245
1589810725.976786375,1589803526.430339098,4,0,100,1589810725.976786375
1589810726.990999460,1589803527.440332890,4,0,100,1589810726.990999460
1589810728.008835077,1589803528.458314896,4,0,0,1589810728.008835077
1589810729.032125473,1589803529.468301058,0,0,0,1589810729.032125473
1589810730.025917768,1589803530.478301048,0,0,0,1589810730.025917768
1589810731.043956041,1589803531.488282919,0,0,0,1589810731.043956041
1589810732.058001995,1589803532.498291969,0,0,0,1589810732.058001995
1589810733.057602644,1589803533.508304119,0,0,0,1589810733.057602644
1589810734.081119299,1589803534.526284933,0,0,100,1589810734.081119299
1589810735.082081556,1589803535.536292076,4,0,100,1589810735.082081556
1589810736.092343092,1589803536.546293974,4,0,100,1589810736.092343092
1589810737.100956678,1589803537.556287050,4,0,100,1589810737.100956678
1589810738.117310286,1589803538.566304922,4,0,100,1589810738.117310286
1589810739.134554386,1589803539.585254908,4,0,0,1589810739.134554386
1589810740.137759924,1589803540.594290972,0,0,0,1589810740.137759924
1589810741.152853966,1589803541.604310036,0,0,0,1589810741.152853966
1589810742.185536623,1589803542.614291906,0,0,0,1589810742.185536623
1589810743.221713066,1589803543.624305964,0,0,0,1589810743.221713066
1589810744.190511703,1589803544.642287016,0,0,100,1589810744.190511703
1589810745.202243805,1589803545.652287006,4,0,100,1589810745.202243805
1589810746.214195967,1589803546.662296057,4,0,100,1589810746.214195967
1589810747.217525721,1589803547.672283888,4,0,100,1589810747.217525721
1589810748.230885983,1589803548.682303905,4,0,100,1589810748.230885983
1589810749.250067234,1589803549.700294971,4,0,0,1589810749.250067234
1589810750.260994673,1589803550.710294962,0,0,0,1589810750.260994673
1589810751.272450447,1589803551.720293999,0,0,0,1589810751.272450447
1589810752.276951313,1589803552.730292082,0,0,0,1589810752.276951313
1589810753.286431551,1589803553.740303993,0,0,0,1589810753.286431551
1589810754.306816101,1589803554.758322001,0,0,100,1589810754.307696819
1589810755.317367792,1589803555.768331051,4,0,100,1589810755.317367792
1589810756.330228329,1589803556.778315067,4,0,100,1589810756.330228329
1589810757.335228443,1589803557.788328886,4,0,100,1589810757.335228443
1589810758.347557545,1589803558.798332930,4,0,100,1589810758.347557545
1589810759.363284588,1589803559.816322088,4,0,0,1589810759.363284588
1589810760.370614529,1589803560.826333046,0,0,0,1589810760.370614529
1589810761.381833792,1589803561.836329937,0,0,0,1589810761.381833792
1589810762.388515234,1589803562.846342087,0,0,0,1589810762.388515234
1589810763.402393341,1589803563.856323004,0,0,0,1589810763.402393341
1589810764.425287485,1589803564.875224113,0,0,100,1589810764.425287485
1589810765.440139055,1589803565.884335041,4,0,100,1589810765.440139055
1589810766.471113920,1589803566.894320965,4,0,100,1589810766.471113920
1589810767.456142187,1589803567.904329062,4,0,100,1589810767.456142187
1589810768.459974289,1589803568.914335012,4,0,100,1589810768.459974289
1589810769.486938953,1589803569.932313919,4,0,0,1589810769.486938953
1589810770.491953135,1589803570.941267967,0,0,0,1589810770.491953135
1589810771.504486322,1589803571.951257944,0,0,0,1589810771.504486322
1589810772.512638092,1589803572.961256981,0,0,0,1589810772.512638092
1589810773.518281698,1589803573.970343113,0,0,0,1589810773.518281698
1589810774.529005289,1589803574.988315105,0,0,100,1589810774.529005289
1589810775.556432962,1589803575.998327017,4,0,100,1589810775.557306767
1589810776.565561295,1589803577.008325100,4,0,100,1589810776.566567659
1589810777.570969820,1589803578.018326998,4,0,100,1589810777.570969820
1589810778.607706785,1589803579.028351068,4,0,100,1589810778.607706785
1589810779.610220909,1589803580.046314955,4,0,0,1589810779.610220909
1589810780.596757412,1589803581.056312084,0,0,0,1589810780.596757412
1589810781.613240480,1589803582.066333055,0,0,0,1589810781.613240480
1589810782.621239662,1589803583.076319933,0,0,0,1589810782.621239662
1589810783.640932083,1589803584.086348057,0,0,0,1589810783.640932083
1589810784.668019295,1589803585.104319096,0,0,100,1589810784.668019295
1589810785.660060644,1589803586.114329100,4,0,100,1589810785.660060644
1589810786.672374249,1589803587.124330997,4,0,100,1589810786.672374249
1589810787.678930521,1589803588.134330034,4,0,100,1589810787.678930521
1589810788.699115753,1589803589.144323111,4,0,100,1589810788.699115753
1589810789.708111763,1589803590.162322044,4,0,0,1589810789.708111763
1589810790.716467142,1589803591.172322035,0,0,0,1589810790.716467142
1589810791.734673977,1589803592.182323933,0,0,0,1589810791.734673977
1589810792.743499756,1589803593.192323923,0,0,0,1589810792.743499756
1589810793.748133183,1589803594.202338934,0,0,0,1589810793.748133183
1589810794.910825491,1589803595.220328093,0,0,100,1589810794.910825491
1589810795.786898851,1589803596.230292082,4,0,100,1589810795.786898851
1589810796.779109955,1589803597.239286900,4,0,100,1589810796.779109955
1589810797.791483879,1589803598.249294043,4,0,100,1589810797.791483879
1589810798.803696156,1589803599.259299040,4,0,100,1589810798.803696156
1589810799.823848724,1589803600.277282000,4,0,0,1589810799.823848724
1589810800.836142063,1589803601.287288904,0,0,0,1589810800.836142063
1589810801.843158484,1589803602.297281981,0,0,0,1589810801.843158484
1589810802.864410639,1589803603.307259083,0,0,0,1589810802.864410639
1589810803.860381603,1589803604.316337109,0,0,0,1589810803.860381603
1589810804.884229422,1589803605.334305048,0,0,100,1589810804.884229422
1589810805.893644571,1589803606.344329119,4,0,100,1589810805.893644571
1589810806.901646852,1589803607.354325056,4,0,100,1589810806.901646852
1589810807.915023327,1589803608.364326000,4,0,100,1589810807.915023327
1589810808.924793959,1589803609.374336958,4,0,100,1589810808.924793959
1589810809.935275078,1589803610.392316103,4,0,0,1589810809.935275078
1589810810.943065166,1589803611.401263952,0,0,0,1589810810.943065166
1589810811.954727888,1589803612.411262035,0,0,0,1589810811.954727888
1589810812.970133305,1589803613.421257019,0,0,0,1589810812.970133305
1589810813.976165056,1589803614.431258917,0,0,0,1589810813.976165056
1589810814.996809006,1589803615.449248075,0,0,100,1589810814.996809006
1589810816.005625010,1589803616.458327055,4,0,100,1589810816.005625010
1589810817.018994093,1589803617.468326092,4,0,100,1589810817.018994093
1589810818.033069849,1589803618.478323936,4,0,100,1589810818.033069849
1589810819.031909704,1589803619.488347054,4,0,100,1589810819.031909704
1589810820.051892042,1589803620.506309986,4,0,0,1589810820.051892042
1589810821.058723688,1589803621.516324997,0,0,0,1589810821.058723688
1589810822.081953049,1589803622.526316881,0,0,0,1589810822.081953049
1589810823.081047535,1589803623.536320925,0,0,0,1589810823.081047535
1589810824.091852188,1589803624.546331882,0,0,0,1589810824.091852188
1589810825.113221884,1589803625.564310074,0,0,100,1589810825.113221884
1589810826.123697758,1589803626.574330091,4,0,100,1589810826.123697758
1589810827.133469343,1589803627.584341049,4,0,100,1589810827.133469343
1589810828.150989294,1589803628.594326973,4,0,100,1589810828.150989294
1589810829.151875734,1589803629.604336977,4,0,100,1589810829.151875734
1589810830.168648481,1589803630.622322083,4,0,0,1589810830.168648481
1589810831.179549694,1589803631.632319927,0,0,0,1589810831.179549694
1589810832.187509775,1589803632.642322063,0,0,0,1589810832.187509775
1589810833.194861412,1589803633.652328968,0,0,0,1589810833.194861412
1589810834.202117205,1589803634.662339926,0,0,0,1589810834.202117205
1589810835.234395981,1589803635.680327892,0,0,100,1589810835.234395981
1589810836.232825279,1589803636.689255953,4,0,100,1589810836.232825279
1589810837.241160631,1589803637.699250937,4,0,100,1589810837.241160631
1589810838.251467466,1589803638.709253073,4,0,100,1589810838.251467466
1589810839.261864185,1589803639.718331099,4,0,100,1589810839.261864185
1589810840.286567688,1589803640.736316919,4,0,0,1589810840.286567688
1589810841.290622711,1589803641.745251894,0,0,0,1589810841.290622711
1589810842.302564859,1589803642.755254984,0,0,0,1589810842.302564859
1589810843.312918186,1589803643.765254021,0,0,0,1589810843.312918186
1589810844.321363926,1589803644.775247097,0,0,0,1589810844.321363926
1589810845.335003614,1589803645.785259008,0,0,0,1589810845.335003614
1589810846.344051600,1589803646.803241014,0,0,100,1589810846.344051600
1589810847.357779264,1589803647.813237906,4,0,100,1589810847.357779264
1589810848.363960266,1589803648.822325945,4,0,100,1589810848.363960266
1589810849.382333279,1589803649.832319021,4,0,100,1589810849.382333279
1589810850.390410423,1589803650.842335939,4,0,100,1589810850.390410423
1589810851.416991711,1589803651.860318899,4,0,0,1589810851.416991711
1589810852.417122126,1589803652.869251013,0,0,0,1589810852.417122126
1589810853.419342995,1589803653.878324032,0,0,0,1589810853.419342995
1589810854.430836201,1589803654.888318062,0,0,0,1589810854.430836201
1589810855.492432594,1589803655.898334026,0,0,0,1589810855.492432594
1589810856.462853909,1589803656.916338921,0,0,100,1589810856.462853909
1589810857.478027582,1589803657.926323891,4,0,100,1589810857.478027582
1589810858.486177444,1589803658.936336994,4,0,100,1589810858.486177444
1589810859.494573355,1589803659.946331024,4,0,100,1589810859.494573355
1589810860.503165007,1589803660.956338882,4,0,100,1589810860.503165007
1589810861.573183537,1589803661.974322081,4,0,0,1589810861.573183537
1589810862.529037714,1589803662.984338999,0,0,0,1589810862.529037714
1589810863.535454512,1589803663.994324923,0,0,0,1589810863.535454512
1589810864.553869963,1589803665.004328012,0,0,0,1589810864.553869963
1589810865.561413527,1589803666.014338970,0,0,0,1589810865.561413527
1589810866.577295780,1589803667.032325983,0,0,100,1589810866.577295780
1589810867.611589193,1589803668.042331934,4,0,100,1589810867.611589193
1589810868.597918034,1589803669.052329063,4,0,100,1589810868.597918034
1589810869.610397577,1589803670.062329054,4,0,100,1589810869.610397577
1589810870.621044397,1589803671.072351933,4,0,100,1589810870.621044397
1589810871.637609482,1589803672.091263056,4,0,0,1589810871.638490438
1589810872.646586180,1589803673.101290941,0,0,0,1589810872.646586180
1589810873.659021616,1589803674.111289978,0,0,0,1589810873.659021616
1589810874.669852734,1589803675.121289968,0,0,0,1589810874.669852734
1589810875.693875313,1589803676.131284952,0,0,0,1589810875.693875313
1589810876.690444231,1589803677.149246931,0,0,100,1589810876.690444231
1589810877.707998991,1589803678.158320904,4,0,100,1589810877.707998991
1589810878.722032309,1589803679.168338060,4,0,100,1589810878.722032309
1589810879.724348783,1589803680.178318977,4,0,100,1589810879.724348783
1589810880.732881546,1589803681.188338995,4,0,100,1589810880.732881546
1589810881.749212265,1589803682.206316948,4,0,0,1589810881.749212265
1589810882.764878511,1589803683.216321945,0,0,0,1589810882.764878511
1589810883.770400286,1589803684.226335049,0,0,0,1589810883.770400286
1589810884.777559757,1589803685.236329079,0,0,0,1589810884.777559757
1589810885.795378447,1589803686.246339083,0,0,0,1589810885.795378447
1589810886.811696291,1589803687.264305115,0,0,100,1589810886.811696291
1589810887.824031591,1589803688.274291992,4,0,100,1589810887.824031591
1589810888.885973930,1589803689.284287930,4,0,100,1589810888.885973930
1589810889.839861393,1589803690.294298887,4,0,100,1589810889.839861393
1589810890.857194424,1589803691.303302050,4,0,100,1589810890.857194424
1589810891.865990639,1589803692.321295023,4,0,0,1589810891.865990639
1589810892.872292757,1589803693.331290960,0,0,0,1589810892.872292757
1589810893.894099474,1589803694.341289997,0,0,0,1589810893.894099474
1589810894.890681505,1589803695.351293087,0,0,0,1589810894.890681505
1589810895.926104546,1589803696.361280918,0,0,0,1589810895.926104546
1589810896.923064947,1589803697.379272938,0,0,100,1589810896.923064947
1589810897.929976463,1589803698.389285088,4,0,100,1589810897.929976463
1589810898.941555500,1589803699.399285078,4,0,100,1589810898.941555500
1589810899.958701611,1589803700.409287930,4,0,100,1589810899.958701611
1589810900.961662769,1589803701.419300079,4,0,100,1589810900.961662769
1589810901.976356506,1589803702.437279940,4,0,0,1589810901.976356506
1589810902.992182016,1589803703.447294950,0,0,0,1589810902.992182016
1589810904.000413656,1589803704.457284927,0,0,0,1589810904.000413656
1589810905.014565706,1589803705.467268944,0,0,0,1589810905.014565706
1589810906.029020786,1589803706.477303028,0,0,0,1589810906.029020786
1589810907.036336184,1589803707.495277882,0,0,100,1589810907.036336184
1589810908.068908215,1589803708.505290985,4,0,100,1589810908.068908215
1589810909.064868450,1589803709.515281916,4,0,100,1589810909.064868450
1589810910.068682194,1589803710.525284052,4,0,100,1589810910.068682194
1589810911.072768688,1589803711.535311937,4,0,100,1589810911.072768688
1589810912.100106001,1589803712.553256035,4,0,0,1589810912.100106001
1589810913.108335733,1589803713.563272953,0,0,0,1589810913.108335733
1589810914.116578102,1589803714.573286057,0,0,0,1589810914.116578102
1589810915.132036209,1589803715.583285093,0,0,0,1589810915.132036209
1589810916.138797760,1589803716.593311071,0,0,0,1589810916.138797760
1589810917.152356148,1589803717.611274004,0,0,100,1589810917.152356148
1589810918.167995930,1589803718.621282101,4,0,100,1589810918.167995930
1589810919.176477432,1589803719.631304026,4,0,100,1589810919.176477432
1589810920.183924913,1589803720.641287088,4,0,100,1589810920.183924913
1589810921.195225716,1589803721.651283026,4,0,100,1589810921.195225716
1589810922.209601164,1589803722.669267893,4,0,0,1589810922.209601164
1589810923.223862171,1589803723.678287029,0,0,0,1589810923.223862171
1589810924.234868050,1589803724.688297033,0,0,0,1589810924.234868050
1589810925.243717194,1589803725.698299885,0,0,0,1589810925.243717194
1589810926.251765966,1589803726.708303928,0,0,0,1589810926.251765966
1589810927.275131941,1589803727.726299047,0,0,100,1589810927.276011467
1589810928.278608322,1589803728.735280037,4,0,100,1589810928.278608322
1589810929.292427301,1589803729.745270967,4,0,100,1589810929.292427301
1589810930.299732685,1589803730.755278111,4,0,100,1589810930.299732685
1589810931.311728477,1589803731.765296936,4,0,100,1589810931.311728477
1589810932.332770109,1589803732.783293009,4,0,0,1589810932.332770109
1589810933.334103823,1589803733.792287111,0,0,0,1589810933.334103823
1589810934.351140499,1589803734.802285910,0,0,0,1589810934.351140499
1589810935.362017393,1589803735.812304020,0,0,0,1589810935.362017393
1589810936.376115799,1589803736.822302103,0,0,0,1589810936.376115799
1589810937.384500265,1589803737.840280056,0,0,100,1589810937.384500265
1589810938.398514748,1589803738.850270033,4,0,100,1589810938.398514748
1589810939.405862808,1589803739.860289097,4,0,100,1589810939.405862808
1589810940.419317007,1589803740.870295048,4,0,100,1589810940.419317007
1589810941.442758560,1589803741.880301952,4,0,100,1589810941.442758560
1589810942.442878962,1589803742.898277998,4,0,0,1589810942.442878962
1589810943.446718454,1589803743.907301903,0,0,0,1589810943.446718454
1589810944.458086729,1589803744.917288065,0,0,0,1589810944.458966017
1589810945.472091913,1589803745.927268028,0,0,0,1589810945.472091913
1589810946.476047754,1589803746.937298059,0,0,0,1589810946.476047754
1589810947.503351927,1589803747.955245018,0,0,100,1589810947.503351927
1589810948.511610031,1589803748.964330912,4,0,100,1589810948.511610031
1589810949.512624979,1589803749.974323988,4,0,100,1589810949.512624979
1589810950.527554274,1589803750.984319925,4,0,100,1589810950.527554274
1589810951.535107374,1589803751.994344950,4,0,100,1589810951.535107374
1589810952.557970285,1589803753.012314081,4,0,0,1589810952.557970285
1589810953.561282873,1589803754.022325039,0,0,0,1589810953.561282873
1589810954.575846910,1589803755.032305002,0,0,0,1589810954.575846910
1589810955.587361574,1589803756.042325020,0,0,0,1589810955.587361574
1589810956.598047256,1589803757.052344084,0,0,0,1589810956.598047256
1589810957.616807222,1589803758.070316076,0,0,100,1589810957.616807222
1589810958.623730898,1589803759.079179049,4,0,100,1589810958.623730898
1589810959.638030052,1589803760.088337898,4,0,100,1589810959.638030052
1589810960.642326593,1589803761.098320961,4,0,100,1589810960.642326593
1589810961.651382923,1589803762.108326912,4,0,100,1589810961.651382923
1589810962.664865017,1589803763.118318081,4,0,100,1589810962.664865017
1589810963.682027340,1589803764.136311054,4,0,0,1589810963.682027340
1589810964.696275234,1589803765.146332026,0,0,0,1589810964.697152138
1589810965.699895382,1589803766.156325102,0,0,0,1589810965.699895382
1589810966.711898565,1589803767.166320086,0,0,0,1589810966.711898565
1589810967.719070911,1589803768.176343918,0,0,0,1589810967.719070911
1589810968.747030020,1589803769.194307089,0,0,100,1589810968.747030020
1589810969.745250225,1589803770.204426050,4,0,100,1589810969.745250225
1589810970.766405344,1589803771.214282036,4,0,100,1589810970.766405344
1589810971.770790577,1589803772.224297047,4,0,100,1589810971.770790577
1589810972.819866180,1589803773.234313965,4,0,100,1589810972.819866180
1589810973.791290045,1589803774.252286911,4,0,0,1589810973.791290045
1589810974.804509163,1589803775.262288094,0,0,0,1589810974.804509163
1589810975.817975521,1589803776.272300959,0,0,0,1589810975.817975521
1589810976.824290037,1589803777.282300949,0,0,0,1589810976.824290037
1589810977.837458849,1589803778.292305946,0,0,0,1589810977.837458849
