Before,After,Value
1589814041.905167818,1589814042.016369581,0
1589814047.016776800,1589814047.120037317,100
1589814052.121022701,1589814052.216828346,0
1589814057.216984034,1589814057.315356970,100
1589814062.315545559,1589814062.410623550,0
1589814067.411142588,1589814067.511456490,100
1589814072.511781693,1589814072.609958172,0
1589814077.610031843,1589814077.709208727,100
1589814082.709450245,1589814082.805980682,0
1589814087.806689262,1589814087.900688410,100
1589814092.901628017,1589814092.999447823,0
1589814097.999955654,1589814098.090956450,100
1589814103.091459513,1589814103.195086956,0
1589814108.195801973,1589814108.280799389,100
